tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709290292,0.684954,1.078509,0.253965
,,,,,,3709290322,0.654785,1.11423,0.252179
,,,,,,3709290352,0.689982,1.099346,0.253965
,,,,,,3709290382,0.654785,1.100537,0.254561
,,,,,,3709290412,0.664841,1.093988,0.264681
,,,,,,3709290442,0.669869,1.098751,0.24563
,,,,,,3709290472,0.659813,1.125541,0.250393
,,,,,,3709290502,0.654785,1.105299,0.255156
,,,,,,3709290532,0.659813,1.082677,0.268253
,,,,,,3709290562,0.654785,1.096369,0.240272
,,,,,,3709290592,0.664841,1.086844,0.246821
,,,,,,3709290622,0.674897,1.086844,0.25337
,,,,,,3709290652,0.659813,1.089821,0.248012
,,,,,,3709290682,0.654785,1.098155,0.255156
,,,,,,3709290712,0.669869,1.089821,0.249202
,,,,,,3709290742,0.649756,1.060649,0.265872
,,,,,,3709290772,0.679925,1.088035,0.240868
,,,,,,3709290802,0.644728,1.084463,0.249202
,,,,,,3709290832,0.659813,1.058863,0.265872
,,,,,,3709290862,0.664841,1.083867,0.25337
,,,,,,3709290892,0.649756,1.102918,0.233128
,,,,,,3709290922,0.654785,1.066007,0.270039
,,,,,,3709290952,0.664841,1.080295,0.234914
,,,,,,3709290982,0.629644,1.085058,0.245035
,,,,,,3709291012,0.664841,1.086844,0.254561
,,,,,,3709291042,0.664841,1.039812,0.248012
,,,,,,3709291072,0.664841,1.044575,0.267658
,,,,,,3709291102,0.659813,1.076128,0.237296
,,,,,,3709291132,0.654785,1.077319,0.233128
,,,,,,3709291162,0.664841,1.082081,0.248607
,,,,,,3709291192,0.624616,1.057077,0.243844
,,,,,,3709291222,0.649756,1.084463,0.234914
,,,,,,3709291252,0.654785,1.073151,0.248012
,,,,,,3709291282,0.649756,1.067793,0.248012
,,,,,,3709291312,0.654785,1.060649,0.246226
,,,,,,3709291342,0.634672,1.083867,0.231342
,,,,,,3709291372,0.6397,1.076128,0.246226
,,,,,,3709291402,0.654785,1.030882,0.250989
,,,,,,3709291432,0.654785,1.075533,0.219436
,,,,,,3709291462,0.669869,1.0541,0.233128
,,,,,,3709291492,0.644728,1.046361,0.237891
,,,,,,3709291522,0.649756,1.091011,0.233128
,,,,,,3709291552,0.654785,1.042789,0.250393
,,,,,,3709291582,0.664841,1.021357,0.246821
,,,,,,3709291612,0.649756,1.060054,0.249798
,,,,,,3709291642,0.654785,1.065412,0.248607
,,,,,,3709291672,0.6397,1.057077,0.237296
,,,,,,3709291702,0.634672,1.045766,0.242654
,,,,,,3709291732,0.624616,1.065412,0.229556
,,,,,,3709291762,0.634672,1.058268,0.240868
,,,,,,3709291792,0.654785,1.039217,0.248012
,,,,,,3709291822,0.629644,1.005283,0.228366
,,,,,,3709291852,0.634672,1.048147,0.223603
,,,,,,3709291882,0.644728,1.04517,0.260514
,,,,,,3709291912,0.6397,1.04398,0.243249
,,,,,,3709291942,0.634672,1.062435,0.228366
,,,,,,3709291972,0.6397,1.058268,0.250393
,,,,,,3709292002,0.634672,1.043384,0.24444
,,,,,,3709292032,0.624616,1.050528,0.220031
,,,,,,3709292062,0.624616,1.055886,0.249202
,,,,,,3709292092,0.654785,1.038026,0.230152
,,,,,,3709292122,0.629644,1.04517,0.246821
,,,,,,3709292152,0.649756,1.037431,0.243249
,,,,,,3709292182,0.644728,1.06303,0.240272
,,,,,,3709292212,0.6397,1.051124,0.245035
,,,,,,3709292242,0.6397,1.012427,0.223008
,,,,,,3709292272,0.6397,1.061244,0.233724
,,,,,,3709292302,0.6397,1.081486,0.242058
,,,,,,3709292332,0.629644,1.059458,0.227175
,,,,,,3709292362,0.634672,1.001711,0.239677
,,,,,,3709292392,0.6397,1.010045,0.243249
,,,,,,3709292422,0.634672,1.034454,0.232533
,,,,,,3709292452,0.629644,1.060649,0.229556
,,,,,,3709292482,0.619588,1.004687,0.249798
,,,,,,3709292512,0.634672,1.011236,0.236105
,,,,,,3709292542,0.634672,0.996948,0.242058
,,,,,,3709292572,0.609531,1.041598,0.231342
,,,,,,3709292602,0.6397,1.040408,0.233128
,,,,,,3709292632,0.624616,1.008855,0.228961
,,,,,,3709292662,0.624616,1.033263,0.208124
,,,,,,3709292692,0.624616,1.013617,0.230152
,,,,,,3709292722,0.624616,1.021357,0.22777
,,,,,,3709292752,0.614559,1.032668,0.232533
,,,,,,3709292782,0.649756,1.026119,0.228961
,,,,,,3709292812,0.619588,1.010045,0.23551
,,,,,,3709292842,0.604503,1.050528,0.225389
,,,,,,3709292872,0.6397,1.003497,0.234914
,,,,,,3709292902,0.604503,1.023738,0.234319
,,,,,,3709292932,0.629644,1.004092,0.220031
,,,,,,3709292962,0.634672,0.998139,0.242654
,,,,,,3709292992,0.634672,0.988613,0.240272
,,,,,,3709293022,0.624616,1.013022,0.230747
,,,,,,3709293052,0.604503,1.014213,0.223008
,,,,,,3709293082,0.594447,1.015999,0.246226
,,,,,,3709293112,0.604503,1.018975,0.223008
,,,,,,3709293142,0.624616,1.013022,0.233128
,,,,,,3709293172,0.604503,1.001711,0.223008
,,,,,,3709293202,0.614559,1.001115,0.232533
,,,,,,3709293232,0.599475,1.01838,0.211101
,,,,,,3709293262,0.604503,1.01838,0.224198
,,,,,,3709293292,0.599475,1.013617,0.240868
,,,,,,3709293322,0.604503,1.014213,0.20991
,,,,,,3709293352,0.609531,1.031477,0.219436
,,,,,,3709293382,0.609531,1.024333,0.225389
,,,,,,3709293412,0.614559,1.016594,0.215864
,,,,,,3709293442,0.614559,1.024929,0.210505
,,,,,,3709293472,0.604503,0.999329,0.236105
,,,,,,3709293502,0.614559,1.005878,0.247416
,,,,,,3709293532,0.599475,1.012427,0.231342
,,,,,,3709293562,0.614559,1.027905,0.228366
,,,,,,3709293592,0.609531,1.012427,0.21884
,,,,,,3709293622,0.609531,1.016594,0.219436
,,,,,,3709293652,0.614559,0.976111,0.230747
,,,,,,3709293682,0.594447,1.022547,0.212887
,,,,,,3709293712,0.614559,0.987422,0.224198
,,,,,,3709293742,0.589419,0.987422,0.234914
,,,,,,3709293772,0.599475,0.983255,0.228961
,,,,,,3709293802,0.604503,1.016594,0.211696
,,,,,,3709293832,0.604503,0.977897,0.2367
,,,,,,3709293862,0.604503,0.980278,0.24444
,,,,,,3709293892,0.599475,0.960632,0.242654
,,,,,,3709293922,0.58439,0.995162,0.232533
,,,,,,3709293952,0.594447,0.988018,0.230152
,,,,,,3709293982,0.574334,0.992185,0.220626
,,,,,,3709294012,0.594447,0.986827,0.218245
,,,,,,3709294042,0.604503,0.97492,0.21765
,,,,,,3709294072,0.589419,1.006473,0.224198
,,,,,,3709294102,0.599475,0.96599,0.237891
,,,,,,3709294132,0.589419,1.001115,0.21884
,,,,,,3709294162,0.589419,0.97492,0.225984
,,,,,,3709294192,0.609531,0.98385,0.21884
,,,,,,3709294222,0.589419,1.014213,0.214673
,,,,,,3709294252,0.599475,0.97492,0.206338
,,,,,,3709294282,0.609531,0.958251,0.21884
,,,,,,3709294312,0.58439,0.985636,0.240868
,,,,,,3709294342,0.599475,0.974325,0.241463
,,,,,,3709294372,0.599475,0.971348,0.215268
,,,,,,3709294402,0.589419,0.962418,0.224794
,,,,,,3709294432,0.604503,0.970753,0.206338
,,,,,,3709294462,0.594447,0.968372,0.212291
,,,,,,3709294492,0.589419,0.971944,0.232533
,,,,,,3709294522,0.58439,0.995757,0.213482
,,,,,,3709294552,0.58439,0.977897,0.209315
,,,,,,3709294582,0.579362,0.977897,0.196813
,,,,,,3709294612,0.579362,0.974325,0.229556
,,,,,,3709294642,0.579362,0.917768,0.208124
,,,,,,3709294672,0.589419,0.947535,0.221222
,,,,,,3709294702,0.579362,0.958251,0.220626
,,,,,,3709294732,0.579362,0.945153,0.214673
,,,,,,3709294762,0.594447,0.967776,0.20991
,,,,,,3709294792,0.574334,0.990399,0.207529
,,,,,,3709294822,0.574334,0.952297,0.221817
,,,,,,3709294852,0.55925,0.967181,0.217054
,,,,,,3709294882,0.569306,0.957655,0.22777
,,,,,,3709294912,0.549193,0.949321,0.22777
,,,,,,3709294942,0.58439,0.969562,0.220626
,,,,,,3709294972,0.574334,0.96599,0.203957
,,,,,,3709295002,0.569306,0.951702,0.220031
,,,,,,3709295032,0.579362,0.988613,0.208124
,,,,,,3709295062,0.569306,0.938605,0.225389
,,,,,,3709295092,0.569306,0.955274,0.223008
,,,,,,3709295122,0.594447,0.935033,0.217054
,,,,,,3709295152,0.569306,0.964204,0.215864
,,,,,,3709295182,0.599475,0.945749,0.222412
,,,,,,3709295212,0.589419,0.910624,0.231342
,,,,,,3709295242,0.574334,0.953488,0.211696
,,,,,,3709295272,0.574334,0.951107,0.213482
,,,,,,3709295302,0.58439,0.97373,0.199194
,,,,,,3709295332,0.564278,0.934437,0.202171
,,,,,,3709295362,0.569306,0.946939,0.234319
,,,,,,3709295392,0.554221,0.957655,0.207529
,,,,,,3709295422,0.569306,0.911219,0.215864
,,,,,,3709295452,0.549193,0.915386,0.208124
,,,,,,3709295482,0.549193,0.946939,0.236105
,,,,,,3709295512,0.579362,0.893359,0.221222
,,,,,,3709295542,0.55925,0.945749,0.222412
,,,,,,3709295572,0.564278,0.938605,0.203957
,,,,,,3709295602,0.579362,0.911219,0.211696
,,,,,,3709295632,0.589419,0.936819,0.214673
,,,,,,3709295662,0.554221,0.947535,0.201575
,,,,,,3709295692,0.554221,0.943963,0.223008
,,,,,,3709295722,0.55925,0.91241,0.206933
,,,,,,3709295752,0.544165,0.932056,0.225984
,,,,,,3709295782,0.544165,0.916577,0.199194
,,,,,,3709295812,0.564278,0.910624,0.221817
,,,,,,3709295842,0.534109,0.928484,0.215268
,,,,,,3709295872,0.549193,0.929675,0.206338
,,,,,,3709295902,0.579362,0.896336,0.231938
,,,,,,3709295932,0.55925,0.915982,0.192645
,,,,,,3709295962,0.55925,0.946939,0.198003
,,,,,,3709295992,0.564278,0.914791,0.225389
,,,,,,3709296022,0.549193,0.916577,0.215268
,,,,,,3709296052,0.544165,0.915386,0.209315
,,,,,,3709296082,0.574334,0.878475,0.21884
,,,,,,3709296112,0.574334,0.898717,0.222412
,,,,,,3709296142,0.579362,0.916577,0.208124
,,,,,,3709296172,0.544165,0.917172,0.214673
,,,,,,3709296202,0.549193,0.948725,0.220031
,,,,,,3709296232,0.544165,0.913005,0.187883
,,,,,,3709296262,0.574334,0.874903,0.217054
,,,,,,3709296292,0.539137,0.921935,0.196813
,,,,,,3709296322,0.554221,0.895145,0.213482
,,,,,,3709296352,0.534109,0.882643,0.223008
,,,,,,3709296382,0.544165,0.909433,0.213482
,,,,,,3709296412,0.554221,0.898122,0.203957
,,,,,,3709296442,0.549193,0.907052,0.208719
,,,,,,3709296472,0.554221,0.90348,0.221817
,,,,,,3709296502,0.539137,0.9136,0.19205
,,,,,,3709296532,0.549193,0.883833,0.203957
,,,,,,3709296562,0.539137,0.888001,0.195027
,,,,,,3709296592,0.544165,0.879666,0.210505
,,,,,,3709296622,0.529081,0.918958,0.209315
,,,,,,3709296652,0.508968,0.888001,0.223603
,,,,,,3709296682,0.549193,0.883238,0.207529
,,,,,,3709296712,0.544165,0.899908,0.194431
,,,,,,3709296742,0.564278,0.896931,0.208719
,,,,,,3709296772,0.534109,0.893359,0.20991
,,,,,,3709296802,0.529081,0.92134,0.215864
,,,,,,3709296832,0.55925,0.901098,0.203957
,,,,,,3709296862,0.544165,0.876094,0.228366
,,,,,,3709296892,0.539137,0.886215,0.214673
,,,,,,3709296922,0.539137,0.902884,0.22658
,,,,,,3709296952,0.519024,0.878475,0.18312
,,,,,,3709296982,0.534109,0.883833,0.215268
,,,,,,3709297012,0.513996,0.914791,0.212291
,,,,,,3709297042,0.519024,0.883238,0.208124
,,,,,,3709297072,0.519024,0.874903,0.219436
,,,,,,3709297102,0.524053,0.889192,0.210505
,,,,,,3709297132,0.549193,0.865378,0.209315
,,,,,,3709297162,0.529081,0.901098,0.213482
,,,,,,3709297192,0.529081,0.874308,0.212291
,,,,,,3709297222,0.539137,0.878475,0.203957
,,,,,,3709297252,0.513996,0.858829,0.205743
,,,,,,3709297282,0.524053,0.861806,0.205147
,,,,,,3709297312,0.529081,0.893954,0.221222
,,,,,,3709297342,0.519024,0.857043,0.223603
,,,,,,3709297372,0.539137,0.876094,0.190264
,,,,,,3709297402,0.539137,0.855853,0.200385
,,,,,,3709297432,0.519024,0.874903,0.193241
,,,,,,3709297462,0.534109,0.845732,0.220626
,,,,,,3709297492,0.524053,0.890978,0.200385
,,,,,,3709297522,0.519024,0.865973,0.21765
,,,,,,3709297552,0.534109,0.852876,0.213482
,,,,,,3709297582,0.534109,0.850495,0.21884
,,,,,,3709297612,0.513996,0.861211,0.205147
,,,,,,3709297642,0.508968,0.892168,0.196217
,,,,,,3709297672,0.519024,0.841564,0.21765
,,,,,,3709297702,0.529081,0.847518,0.217054
,,,,,,3709297732,0.513996,0.867164,0.205743
,,,,,,3709297762,0.508968,0.854067,0.199789
,,,,,,3709297792,0.508968,0.855257,0.218245
,,,,,,3709297822,0.50394,0.827276,0.202171
,,,,,,3709297852,0.534109,0.840969,0.196217
,,,,,,3709297882,0.519024,0.839778,0.192645
,,,,,,3709297912,0.508968,0.831444,0.204552
,,,,,,3709297942,0.534109,0.861806,0.200385
,,,,,,3709297972,0.539137,0.828467,0.201575
,,,,,,3709298002,0.513996,0.832634,0.216459
,,,,,,3709298032,0.498912,0.86002,0.196813
,,,,,,3709298062,0.529081,0.823109,0.219436
,,,,,,3709298092,0.50394,0.839183,0.217054
,,,,,,3709298122,0.508968,0.86895,0.19205
,,,,,,3709298152,0.513996,0.851685,0.200385
,,,,,,3709298182,0.513996,0.850495,0.20991
,,,,,,3709298212,0.498912,0.855257,0.20098
,,,,,,3709298242,0.519024,0.842755,0.212291
,,,,,,3709298272,0.513996,0.837397,0.205147
,,,,,,3709298302,0.493884,0.840374,0.195027
,,,,,,3709298332,0.513996,0.821323,0.202171
,,,,,,3709298362,0.529081,0.823109,0.198599
,,,,,,3709298392,0.50394,0.819537,0.197408
,,,,,,3709298422,0.508968,0.81656,0.198599
,,,,,,3709298452,0.508968,0.83323,0.195622
,,,,,,3709298482,0.508968,0.833825,0.196813
,,,,,,3709298512,0.498912,0.815965,0.189073
,,,,,,3709298542,0.508968,0.830253,0.202171
,,,,,,3709298572,0.50394,0.821323,0.203361
,,,,,,3709298602,0.50394,0.846327,0.189669
,,,,,,3709298632,0.498912,0.808225,0.213482
,,,,,,3709298662,0.488855,0.83442,0.218245
,,,,,,3709298692,0.513996,0.829658,0.203361
,,,,,,3709298722,0.493884,0.862997,0.202766
,,,,,,3709298752,0.493884,0.823704,0.19205
,,,,,,3709298782,0.513996,0.835016,0.200385
,,,,,,3709298812,0.493884,0.848709,0.178357
,,,,,,3709298842,0.478799,0.775482,0.208124
,,,,,,3709298872,0.478799,0.827276,0.186692
,,,,,,3709298902,0.498912,0.799891,0.198003
,,,,,,3709298932,0.473771,0.8243,0.183715
,,,,,,3709298962,0.508968,0.808821,0.214673
,,,,,,3709298992,0.468743,0.82549,0.184311
,,,,,,3709299022,0.473771,0.849304,0.198003
,,,,,,3709299052,0.483827,0.827276,0.189073
,,,,,,3709299082,0.478799,0.821918,0.192645
,,,,,,3709299112,0.50394,0.81537,0.208124
,,,,,,3709299142,0.483827,0.813584,0.207529
,,,,,,3709299172,0.468743,0.819537,0.191455
,,,,,,3709299202,0.458686,0.830848,0.196813
,,,,,,3709299232,0.483827,0.823704,0.19205
,,,,,,3709299262,0.488855,0.821918,0.191455
,,,,,,3709299292,0.493884,0.753454,0.187883
,,,,,,3709299322,0.493884,0.819537,0.208124
,,,,,,3709299352,0.50394,0.776673,0.186097
,,,,,,3709299382,0.483827,0.80763,0.20098
,,,,,,3709299412,0.493884,0.807035,0.191455
,,,,,,3709299442,0.488855,0.760598,0.199194
,,,,,,3709299472,0.458686,0.802867,0.189073
,,,,,,3709299502,0.478799,0.806439,0.221817
,,,,,,3709299532,0.473771,0.806439,0.187287
,,,,,,3709299562,0.493884,0.81537,0.205743
,,,,,,3709299592,0.463715,0.798105,0.202766
,,,,,,3709299622,0.483827,0.768933,0.190264
,,,,,,3709299652,0.473771,0.791556,0.205147
,,,,,,3709299682,0.468743,0.802272,0.189669
,,,,,,3709299712,0.473771,0.832634,0.191455
,,,,,,3709299742,0.473771,0.8243,0.180739
,,,,,,3709299772,0.468743,0.777268,0.184311
,,,,,,3709299802,0.468743,0.777863,0.196217
,,,,,,3709299832,0.488855,0.76298,0.193241
,,,,,,3709299862,0.493884,0.762384,0.182525
,,,,,,3709299892,0.463715,0.776077,0.193836
,,,,,,3709299922,0.473771,0.774291,0.188478
,,,,,,3709299952,0.443602,0.77191,0.200385
,,,,,,3709299982,0.463715,0.771314,0.202766
,,,,,,3709300012,0.458686,0.750478,0.202171
,,,,,,3709300042,0.453658,0.790961,0.206933
,,,,,,3709300072,0.468743,0.742143,0.212887
,,,,,,3709300102,0.44863,0.777268,0.202766
,,,,,,3709300132,0.478799,0.761194,0.207529
,,,,,,3709300162,0.468743,0.779054,0.213482
,,,,,,3709300192,0.468743,0.770719,0.20991
,,,,,,3709300222,0.458686,0.779054,0.20098
,,,,,,3709300252,0.473771,0.76417,0.191455
,,,,,,3709300282,0.463715,0.736785,0.191455
,,,,,,3709300312,0.478799,0.738571,0.189669
,,,,,,3709300342,0.468743,0.744524,0.193241
,,,,,,3709300372,0.473771,0.743929,0.195622
,,,,,,3709300402,0.458686,0.748096,0.208124
,,,,,,3709300432,0.458686,0.718329,0.200385
,,,,,,3709300462,0.453658,0.791556,0.178357
,,,,,,3709300492,0.473771,0.759408,0.200385
,,,,,,3709300522,0.453658,0.755836,0.185501
,,,,,,3709300552,0.438574,0.740952,0.202171
,,,,,,3709300582,0.453658,0.755836,0.19205
,,,,,,3709300612,0.463715,0.760598,0.187287
,,,,,,3709300642,0.463715,0.779649,0.181929
,,,,,,3709300672,0.468743,0.741548,0.190859
,,,,,,3709300702,0.458686,0.739762,0.177167
,,,,,,3709300732,0.453658,0.744524,0.182525
,,,,,,3709300762,0.468743,0.739166,0.198599
,,,,,,3709300792,0.44863,0.752859,0.205743
,,,,,,3709300822,0.453658,0.730236,0.21765
,,,,,,3709300852,0.44863,0.75524,0.165855
,,,,,,3709300882,0.44863,0.727855,0.180739
,,,,,,3709300912,0.453658,0.747501,0.178953
,,,,,,3709300942,0.44863,0.759408,0.177167
,,,,,,3709300972,0.453658,0.720711,0.199789
,,,,,,3709301002,0.423489,0.749287,0.180739
,,,,,,3709301032,0.44863,0.718925,0.198599
,,,,,,3709301062,0.443602,0.721901,0.201575
,,,,,,3709301092,0.44863,0.737976,0.188478
,,,,,,3709301122,0.433546,0.740952,0.181334
,,,,,,3709301152,0.443602,0.727855,0.195027
,,,,,,3709301182,0.443602,0.705232,0.188478
,,,,,,3709301212,0.468743,0.709995,0.189669
,,,,,,3709301242,0.433546,0.732022,0.185501
,,,,,,3709301272,0.44863,0.708209,0.187883
,,,,,,3709301302,0.423489,0.716543,0.193241
,,,,,,3709301332,0.433546,0.735594,0.184906
,,,,,,3709301362,0.418461,0.707018,0.179548
,,,,,,3709301392,0.413433,0.727259,0.190264
,,,,,,3709301422,0.438574,0.752264,0.177167
,,,,,,3709301452,0.423489,0.736785,0.186097
,,,,,,3709301482,0.433546,0.733213,0.191455
,,,,,,3709301512,0.443602,0.698683,0.177762
,,,,,,3709301542,0.413433,0.68499,0.196813
,,,,,,3709301572,0.443602,0.709995,0.195622
,,,,,,3709301602,0.443602,0.699874,0.197408
,,,,,,3709301632,0.423489,0.715353,0.192645
,,,,,,3709301662,0.433546,0.707613,0.185501
,,,,,,3709301692,0.458686,0.707613,0.188478
,,,,,,3709301722,0.423489,0.726069,0.170618
,,,,,,3709301752,0.458686,0.674274,0.190264
,,,,,,3709301782,0.423489,0.705827,0.17538
,,,,,,3709301812,0.418461,0.732617,0.178953
,,,,,,3709301842,0.458686,0.661772,0.198599
,,,,,,3709301872,0.418461,0.689158,0.190264
,,,,,,3709301902,0.433546,0.682609,0.190264
,,,,,,3709301932,0.408405,0.729045,0.199789
,,,,,,3709301962,0.428518,0.718329,0.187287
,,,,,,3709301992,0.423489,0.734999,0.16645
,,,,,,3709302022,0.433546,0.707613,0.17419
,,,,,,3709302052,0.413433,0.698683,0.203957
,,,,,,3709302082,0.423489,0.69273,0.167641
,,,,,,3709302112,0.423489,0.673679,0.177167
,,,,,,3709302142,0.418461,0.717734,0.186692
,,,,,,3709302172,0.423489,0.711185,0.169427
,,,,,,3709302202,0.428518,0.690348,0.190264
,,,,,,3709302232,0.443602,0.679037,0.190859
,,,,,,3709302262,0.403377,0.679037,0.171808
,,,,,,3709302292,0.423489,0.696302,0.191455
,,,,,,3709302322,0.403377,0.689753,0.183715
,,,,,,3709302352,0.418461,0.682014,0.183715
,,,,,,3709302382,0.428518,0.693325,0.184311
,,,,,,3709302412,0.433546,0.662963,0.190264
,,,,,,3709302442,0.438574,0.696302,0.20098
,,,,,,3709302472,0.418461,0.697492,0.178953
,,,,,,3709302502,0.39332,0.723687,0.182525
,,,,,,3709302532,0.403377,0.6838,0.17538
,,,,,,3709302562,0.39332,0.695706,0.178357
,,,,,,3709302592,0.418461,0.670107,0.183715
,,,,,,3709302622,0.423489,0.67487,0.19205
,,,,,,3709302652,0.413433,0.649865,0.190264
,,,,,,3709302682,0.428518,0.617717,0.181929
,,,,,,3709302712,0.408405,0.64927,0.179548
,,,,,,3709302742,0.39332,0.687372,0.186692
,,,,,,3709302772,0.388292,0.680823,0.181334
,,,,,,3709302802,0.403377,0.668321,0.161092
,,,,,,3709302832,0.418461,0.635577,0.186097
,,,,,,3709302862,0.408405,0.634387,0.182525
,,,,,,3709302892,0.428518,0.661177,0.187287
,,,,,,3709302922,0.39332,0.678442,0.188478
,,,,,,3709302952,0.428518,0.661772,0.18312
,,,,,,3709302982,0.39332,0.624266,0.172999
,,,,,,3709303012,0.408405,0.660581,0.196813
,,,,,,3709303042,0.413433,0.6582,0.184311
,,,,,,3709303072,0.388292,0.673084,0.191455
,,,,,,3709303102,0.388292,0.668916,0.171213
,,,,,,3709303132,0.408405,0.647484,0.180143
,,,,,,3709303162,0.388292,0.639745,0.195622
,,,,,,3709303192,0.383264,0.662368,0.175976
,,,,,,3709303222,0.388292,0.672488,0.171808
,,,,,,3709303252,0.378236,0.643912,0.190859
,,,,,,3709303282,0.388292,0.652247,0.180143
,,,,,,3709303312,0.408405,0.63141,0.189073
,,,,,,3709303342,0.39332,0.632601,0.170618
,,,,,,3709303372,0.378236,0.668916,0.180739
,,,,,,3709303402,0.388292,0.643912,0.191455
,,,,,,3709303432,0.383264,0.682014,0.177762
,,,,,,3709303462,0.39332,0.64034,0.185501
,,,,,,3709303492,0.373208,0.620098,0.162283
,,,,,,3709303522,0.378236,0.638554,0.181334
,,,,,,3709303552,0.388292,0.648675,0.193836
,,,,,,3709303582,0.36818,0.638554,0.168236
,,,,,,3709303612,0.388292,0.648675,0.185501
,,,,,,3709303642,0.388292,0.617717,0.195622
,,,,,,3709303672,0.383264,0.654628,0.186692
,,,,,,3709303702,0.388292,0.647484,0.173594
,,,,,,3709303732,0.39332,0.648675,0.177167
,,,,,,3709303762,0.36818,0.627243,0.193836
,,,,,,3709303792,0.39332,0.647484,0.187883
,,,,,,3709303822,0.383264,0.628433,0.203361
,,,,,,3709303852,0.36818,0.639745,0.187883
,,,,,,3709303882,0.383264,0.595094,0.193241
,,,,,,3709303912,0.383264,0.665344,0.176571
,,,,,,3709303942,0.388292,0.632601,0.190264
,,,,,,3709303972,0.373208,0.637363,0.191455
,,,,,,3709304002,0.378236,0.640935,0.180143
,,,,,,3709304032,0.39332,0.607001,0.188478
,,,,,,3709304062,0.378236,0.637363,0.177167
,,,,,,3709304092,0.363151,0.651056,0.175976
,,,,,,3709304122,0.373208,0.596285,0.184311
,,,,,,3709304152,0.378236,0.637363,0.178357
,,,,,,3709304182,0.363151,0.627838,0.202766
,,,,,,3709304212,0.378236,0.625457,0.179548
,,,,,,3709304242,0.358123,0.665344,0.17538
,,,,,,3709304272,0.383264,0.609978,0.172999
,,,,,,3709304302,0.36818,0.619503,0.189669
,,,,,,3709304332,0.358123,0.612954,0.189073
,,,,,,3709304362,0.378236,0.606406,0.178953
,,,,,,3709304392,0.373208,0.592713,0.17538
